openelections_file_name,date,state,type
20070501__dc__special__general__precinct.csv,20070501,dc,special
20070821__dc__special__general__board_of_education.csv,20070821,dc,special
20080212__dc__primary__president.csv,20080212,dc,primary
20080212__dc__primary__president__precinct.csv,20080212,dc,primary
20080212__dc__primary__president__ward.csv,20080212,dc,primary
20110120__tn__special__primary.csv,20110120,tn,special
20110120__tn__special__primary__precinct.csv,20110120,tn,special
20110308__tn__special__general.csv,20110308,tn,special
20110308__tn__special__general__precinct.csv,20110308,tn,special
20111108__tn__special__general__state_senate__6.csv,20111108,tn,special
20111108__tn__special__general__state_senate__6__precinct.csv,20111108,tn,special
20120306__tn__democratic__primary__president.csv,20120306,tn,democratic
20120306__tn__democratic__primary__president__precinct.csv,20120306,tn,democratic
20120306__tn__republican__primary__president.csv,20120306,tn,republican
20120306__tn__republican__primary__president__precinct.csv,20120306,tn,republican
20020507__in__primary__county.csv,20020507,in,primary
20021105__in__general__county.csv,20021105,in,general
20040504__in__primary__county.csv,20040504,in,primary
20041102__in__general__county.csv,20041102,in,general
20060502__in__primary__county.csv,20060502,in,primary
20061106__in__general__county.csv,20061106,in,general
20080506__in__primary__county.csv,20080506,in,primary
20081104__in__general__county.csv,20081104,in,general
20100504__in__primary__county.csv,20100504,in,primary
20101104__in__general__county.csv,20101104,in,general
20120508__in__primary__county.csv,20120508,in,primary
20121106__in__general__county.csv,20121106,in,general
20121106__in__general__precinct.csv,20121106,in,general
20140506__in__primary__county.csv,20140506,in,primary
20141104__in__general__county.csv,20141104,in,general
20141104__in__general__precinct.csv,20141104,in,general
20160503__in__primary__county.csv,20160503,in,primary
20161108__in__general__county.csv,20161108,in,general
20000222__az__primary__county__raw.csv,20000222,az,primary
20000912__az__primary__county__raw.csv,20000912,az,primary
20001107__az__general__county__raw.csv,20001107,az,general
20020907__az__primary__county__raw.csv,20020907,az,primary
20021105__az__general__county__raw.csv,20021105,az,general
20040203__az__primary__county__raw.csv,20040203,az,primary
20040907__az__primary__county__raw.csv,20040907,az,primary
20041102__az__general__county__raw.csv,20041102,az,general
20060912__az__primary__county__raw.csv,20060912,az,primary
20061107__az__general__county__raw.csv,20061107,az,general
20080205__az__primary__county__raw.csv,20080205,az,primary
20080902__az__primary__county__raw.csv,20080902,az,primary
20081104__az__general__county__raw.csv,20081104,az,general
20100824__az__primary__county__raw.csv,20100824,az,primary
20101102__az__general__county__raw.csv,20101102,az,general
20111108__az__general_recall__county__raw.csv,20111108,az,general_recall
20120228__az__primary__county__raw.csv,20120228,az,primary
20120417__az__primary__county__raw.csv,20120417,az,primary
20120612__az__general__county__raw.csv,20120612,az,general
20120828__az__primary__county__raw.csv,20120828,az,primary
20121106__az__general__county__raw.csv,20121106,az,general
20140826__az__primary__county__raw.csv,20140826,az,primary
20141104__az__general__county__raw.csv,20141104,az,general
20000314__la__primary__parish__raw.csv,20000314,la,primary
20000314__la__primary__precinct__raw.csv,20000314,la,primary
20001007__la__primary__parish__raw.csv,20001007,la,primary
20001007__la__primary__precinct__raw.csv,20001007,la,primary
20001107__la__general__parish__raw.csv,20001107,la,general
20001107__la__general__precinct__raw.csv,20001107,la,general
20001107__la__primary__parish__raw.csv,20001107,la,primary
20001107__la__primary__precinct__raw.csv,20001107,la,primary
20001209__la__general__parish__raw.csv,20001209,la,general
20001209__la__general__precinct__raw.csv,20001209,la,general
20010210__la__primary__parish__raw.csv,20010210,la,primary
20010210__la__primary__precinct__raw.csv,20010210,la,primary
20010217__la__primary__parish__raw.csv,20010217,la,primary
20010217__la__primary__precinct__raw.csv,20010217,la,primary
20010310__la__general__parish__raw.csv,20010310,la,general
20010310__la__general__precinct__raw.csv,20010310,la,general
20010317__la__general__parish__raw.csv,20010317,la,general
20010317__la__general__precinct__raw.csv,20010317,la,general
20010505__la__primary__parish__raw.csv,20010505,la,primary
20010505__la__primary__precinct__raw.csv,20010505,la,primary
20010602__la__general__parish__raw.csv,20010602,la,general
20010602__la__general__precinct__raw.csv,20010602,la,general
20010721__la__primary__parish__raw.csv,20010721,la,primary
20010721__la__primary__precinct__raw.csv,20010721,la,primary
20010818__la__general__parish__raw.csv,20010818,la,general
20010818__la__general__precinct__raw.csv,20010818,la,general
20011124__la__primary__parish__raw.csv,20011124,la,primary
20011124__la__primary__precinct__raw.csv,20011124,la,primary
20011215__la__primary__parish__raw.csv,20011215,la,primary
20011215__la__primary__precinct__raw.csv,20011215,la,primary
20020302__la__primary__parish__raw.csv,20020302,la,primary
20020302__la__primary__precinct__raw.csv,20020302,la,primary
20020406__la__primary__parish__raw.csv,20020406,la,primary
20020406__la__primary__precinct__raw.csv,20020406,la,primary
20020504__la__general__parish__raw.csv,20020504,la,general
20020504__la__general__precinct__raw.csv,20020504,la,general
20021105__la__primary__parish__raw.csv,20021105,la,primary
20021105__la__primary__precinct__raw.csv,20021105,la,primary
20021207__la__general__parish__raw.csv,20021207,la,general
20021207__la__general__precinct__raw.csv,20021207,la,general
20021207__la__primary__parish__raw.csv,20021207,la,primary
20021207__la__primary__precinct__raw.csv,20021207,la,primary
20030118__la__general__parish__raw.csv,20030118,la,general
20030118__la__general__precinct__raw.csv,20030118,la,general
20030118__la__primary__parish__raw.csv,20030118,la,primary
20030118__la__primary__precinct__raw.csv,20030118,la,primary
20030215__la__general__parish__raw.csv,20030215,la,general
20030215__la__general__precinct__raw.csv,20030215,la,general
20030215__la__primary__parish__raw.csv,20030215,la,primary
20030215__la__primary__precinct__raw.csv,20030215,la,primary
20030315__la__general__parish__raw.csv,20030315,la,general
20030315__la__general__precinct__raw.csv,20030315,la,general
20031004__la__primary__parish__raw.csv,20031004,la,primary
20031004__la__primary__precinct__raw.csv,20031004,la,primary
20031115__la__general__parish__raw.csv,20031115,la,general
20031115__la__general__precinct__raw.csv,20031115,la,general
20040309__la__primary__parish__raw.csv,20040309,la,primary
20040309__la__primary__precinct__raw.csv,20040309,la,primary
20040417__la__general__parish__raw.csv,20040417,la,general
20040417__la__general__precinct__raw.csv,20040417,la,general
20040918__la__primary__parish__raw.csv,20040918,la,primary
20040918__la__primary__precinct__raw.csv,20040918,la,primary
20041102__la__general__parish__raw.csv,20041102,la,general
20041102__la__general__precinct__raw.csv,20041102,la,general
20041102__la__primary__parish__raw.csv,20041102,la,primary
20041102__la__primary__precinct__raw.csv,20041102,la,primary
20041204__la__general__parish__raw.csv,20041204,la,general
20041204__la__general__precinct__raw.csv,20041204,la,general
20041204__la__primary__parish__raw.csv,20041204,la,primary
20041204__la__primary__precinct__raw.csv,20041204,la,primary
20050129__la__primary__parish__raw.csv,20050129,la,primary
20050129__la__primary__precinct__raw.csv,20050129,la,primary
20050226__la__general__parish__raw.csv,20050226,la,general
20050226__la__general__precinct__raw.csv,20050226,la,general
20050305__la__primary__parish__raw.csv,20050305,la,primary
20050305__la__primary__precinct__raw.csv,20050305,la,primary
20050402__la__general__parish__raw.csv,20050402,la,general
20050402__la__general__precinct__raw.csv,20050402,la,general
20050521__la__primary__parish__raw.csv,20050521,la,primary
20050521__la__primary__precinct__raw.csv,20050521,la,primary
20050604__la__primary__parish__raw.csv,20050604,la,primary
20050604__la__primary__precinct__raw.csv,20050604,la,primary
20050709__la__general__parish__raw.csv,20050709,la,general
20050709__la__general__precinct__raw.csv,20050709,la,general
20050709__la__primary__parish__raw.csv,20050709,la,primary
20050709__la__primary__precinct__raw.csv,20050709,la,primary
20060401__la__primary__parish__raw.csv,20060401,la,primary
20060401__la__primary__precinct__raw.csv,20060401,la,primary
20060429__la__general__parish__raw.csv,20060429,la,general
20060429__la__general__precinct__raw.csv,20060429,la,general
20060930__la__primary__parish__raw.csv,20060930,la,primary
20060930__la__primary__precinct__raw.csv,20060930,la,primary
20061107__la__general__parish__raw.csv,20061107,la,general
20061107__la__general__precinct__raw.csv,20061107,la,general
20061107__la__primary__parish__raw.csv,20061107,la,primary
20061107__la__primary__precinct__raw.csv,20061107,la,primary
20061209__la__general__parish__raw.csv,20061209,la,general
20061209__la__general__precinct__raw.csv,20061209,la,general
20070224__la__primary__parish__raw.csv,20070224,la,primary
20070224__la__primary__precinct__raw.csv,20070224,la,primary
20070310__la__primary__parish__raw.csv,20070310,la,primary
20070310__la__primary__precinct__raw.csv,20070310,la,primary
20070331__la__general__parish__raw.csv,20070331,la,general
20070331__la__general__precinct__raw.csv,20070331,la,general
20071020__la__primary__parish__raw.csv,20071020,la,primary
20071020__la__primary__precinct__raw.csv,20071020,la,primary
20071117__la__general__parish__raw.csv,20071117,la,general
20071117__la__general__precinct__raw.csv,20071117,la,general
20080209__la__primary__parish__raw.csv,20080209,la,primary
20080209__la__primary__precinct__raw.csv,20080209,la,primary
20080308__la__primary__parish__raw.csv,20080308,la,primary
20080308__la__primary__precinct__raw.csv,20080308,la,primary
20080405__la__primary_runoff__parish__raw.csv,20080405,la,primary_runoff
20080405__la__primary_runoff__precinct__raw.csv,20080405,la,primary_runoff
20080503__la__general__parish__raw.csv,20080503,la,general
20080503__la__general__precinct__raw.csv,20080503,la,general
20081004__la__primary__parish__raw.csv,20081004,la,primary
20081004__la__primary__precinct__raw.csv,20081004,la,primary
20081104__la__general__parish__raw.csv,20081104,la,general
20081104__la__general__precinct__raw.csv,20081104,la,general
20081206__la__general_runoff__parish__raw.csv,20081206,la,general_runoff
20081206__la__general_runoff__precinct__raw.csv,20081206,la,general_runoff
20081206__la__primary__parish__raw.csv,20081206,la,primary
20081206__la__primary__precinct__raw.csv,20081206,la,primary
20090307__la__primary__parish__raw.csv,20090307,la,primary
20090307__la__primary__precinct__raw.csv,20090307,la,primary
20090404__la__general__parish__raw.csv,20090404,la,general
20090404__la__general__precinct__raw.csv,20090404,la,general
20090404__la__primary__parish__raw.csv,20090404,la,primary
20090404__la__primary__precinct__raw.csv,20090404,la,primary
20090502__la__general__parish__raw.csv,20090502,la,general
20090502__la__general__precinct__raw.csv,20090502,la,general
20090801__la__primary__parish__raw.csv,20090801,la,primary
20090801__la__primary__precinct__raw.csv,20090801,la,primary
20090829__la__general__parish__raw.csv,20090829,la,general
20090829__la__general__precinct__raw.csv,20090829,la,general
20100206__la__primary__parish__raw.csv,20100206,la,primary
20100206__la__primary__precinct__raw.csv,20100206,la,primary
20100501__la__primary__parish__raw.csv,20100501,la,primary
20100501__la__primary__precinct__raw.csv,20100501,la,primary
20100529__la__general__parish__raw.csv,20100529,la,general
20100529__la__general__precinct__raw.csv,20100529,la,general
20100828__la__primary__parish__raw.csv,20100828,la,primary
20100828__la__primary__precinct__raw.csv,20100828,la,primary
20101002__la__primary__parish__raw.csv,20101002,la,primary
20101002__la__primary__precinct__raw.csv,20101002,la,primary
20101002__la__primary_runoff__parish__raw.csv,20101002,la,primary_runoff
20101002__la__primary_runoff__precinct__raw.csv,20101002,la,primary_runoff
20101102__la__general__parish__raw.csv,20101102,la,general
20101102__la__general__precinct__raw.csv,20101102,la,general
20101102__la__primary__parish__raw.csv,20101102,la,primary
20101102__la__primary__precinct__raw.csv,20101102,la,primary
20110122__la__primary__parish__raw.csv,20110122,la,primary
20110122__la__primary__precinct__raw.csv,20110122,la,primary
20110219__la__primary__parish__raw.csv,20110219,la,primary
